Symbol	TCGA-44-2657-11	TCGA-50-5939-11	TCGA-55-6979-11	TCGA-55-6970-11	TCGA-55-6984-11	TCGA-44-6777-11	TCGA-44-6146-11	TCGA-44-3396-11
C19orf67	0	0	1	3	4	0	0	0
ZNF490	66	41	34	41	89	45	47	109
CLCN1	10	2	12	3	5	0	2	9
NRN1L	0	1	0	0	7	0	1	1
NWD1	234	70	49	72	1128	147	53	1178
ARL4C	2859	1539	2419	2603	3104	1471	3029	3978
RNF133	6	5	7	8	27	3	8	11
TMEM221	19	11	10	11	25	19	18	16
TREML4	18	5	28	3	17	1	6	29
RAB42	332	58	144	189	343	182	122	268
WNT7B	974	837	444	635	1939	643	819	1318
OR51F1	0	0	0	0	0	0	0	0
C11orf95	899	1249	483	684	1334	659	742	1675
SCGB1C1	0	0	0	0	1	0	0	2
PRSS45	10	8	6	14	26	4	13	10
PLA2G4E	275	17	151	278	51	300	13	301
GPR89B	65	35	39	69	115	41	50	107
MESP2	9	0	1	3	5	6	1	2
FAM25A	0	0	0	0	0	0	0	3
EYS	18	32	20	28	62	33	26	72
C6orf132	840	607	605	407	1987	845	923	1881
DAZ1	0	0	0	0	0	0	0	0
OR2AG2	1	0	0	0	0	0	1	0
MAPK12	243	341	80	166	158	217	149	565
TMEM215	3	1	0	1	0	5	0	2
NUTM2G	9	9	7	8	16	8	6	7
COL4A5	1125	1433	468	1174	2799	751	1095	2846
KRTAP10-6	0	0	0	0	0	0	0	0
AGRN	12470	13147	7902	7402	24078	10546	9048	34077
NHS	167	220	99	168	288	114	179	426
OTOG	2	0	0	0	0	0	0	0
FAM166A	0	1	1	6	12	1	2	3
TMPPE	95	130	71	78	168	95	81	302
ZNF626	417	321	151	217	530	224	239	519
HEPACAM2	3	0	5	2	23	6	3	28
SMTNL2	92	144	57	75	210	174	209	149
ZC3H6	728	717	504	627	1365	413	569	1375
LAMTOR4	2997	1523	1256	1288	4195	1726	1097	3416
PRKAR1B	1482	1182	575	676	2295	731	812	2766
NUTM2B	20	5	3	7	28	2	12	43
NCR3LG1	77	78	37	63	174	67	80	327
DCUN1D3	723	1600	856	1291	1408	583	816	2522
POTEE	3	1	2	1	1	3	3	1
ZNF793	134	98	73	171	207	60	126	155
TUBB4B	14198	7128	5517	5149	23898	8781	6157	23761
AGAP4	51	44	32	60	125	15	30	66
COMMD6	2535	1655	1245	1355	4453	1464	1101	2979
PLA2G2A	64	62	85	26	20	498	59	992
IL17REL	106	1	21	7	5	9	3	21
HYKK	100	80	57	65	211	82	78	131
OR7A5	4	0	0	2	0	0	0	0
C15orf62	92	52	34	49	167	30	52	97
RUFY4	62	2	19	26	19	9	4	18
ZNF383	417	353	211	368	863	316	339	665
HES4	71	133	46	76	238	91	83	285
IGFL1	2	0	0	0	2	0	0	4
ZNF669	178	111	78	114	297	127	154	254
C19orf35	69	47	31	64	49	58	45	579
LRRIQ4	3	11	6	4	10	2	5	13
CENPP	120	115	71	74	94	70	86	177
PLSCR1	2044	2488	1763	1908	3097	1658	1684	5159
C3orf62	391	356	298	366	1037	251	372	681
ENO4	23	11	8	10	116	11	12	116
ZNF559	481	475	138	499	942	255	454	845
SBK1	306	143	176	153	385	171	219	269
OR6C6	0	0	0	0	0	0	0	0
BSPH1	0	0	0	0	0	0	0	0
SLC38A3	10	4	8	4	18	7	6	14
OR6N2	3	0	0	0	0	0	0	2
GTF2F2	824	578	548	560	1281	569	519	1243
FAM92A1	463	440	237	416	852	418	396	868
FOCAD	1464	1151	872	1170	2376	1186	1023	3709
PRR19	52	20	10	10	18	15	12	36
ZP3	81	55	22	40	80	33	41	31
C10orf99	1	0	0	9	0	0	0	1
H3F3C	29	13	15	8	10	12	16	19
IFNA2	0	0	0	0	0	0	0	0
JAKMIP3	16	27	9	29	21	5	27	37
PPP3R2	0	1	1	2	3	0	1	3
PDCD1	827	48	67	61	34	83	75	384
CLEC2A	0	0	0	0	0	0	0	0
GPR21	0	1	0	0	0	1	0	0
SELL	5500	794	562	1335	421	1121	847	2585
MAGEB5	0	0	0	0	0	0	0	0
CHM	842	1032	570	922	1391	764	877	2307
NANOS2	0	0	0	0	0	0	1	0
BLOC1S5	605	422	336	396	799	420	356	929
CERKL	1001	290	304	774	790	438	408	1372
SLC24A5	14	1	3	2	3	5	0	11
IER5L	200	242	65	86	222	166	113	470
H2AFX	1361	474	375	406	1085	582	396	1269
INSC	21	47	15	41	28	30	43	107
SERPINA5	295	3	15	12	17	25	44	89
C19orf54	977	668	519	570	1469	719	629	1249
LCTL	1	2	4	3	13	2	4	3
NCCRP1	209	9	63	29	17	23	10	84
KRTDAP	7	1	2	17	3	1	2	10
COL25A1	3	28	1	7	14	13	18	34
FAM83G	943	581	373	484	1236	479	451	1706
C9orf171	161	19	32	34	771	162	16	381
SRSF10	2970	2420	1580	2904	5698	1755	2742	4445
HBA2	1577	3503	2910	1948	606	1616	2360	3660
DUSP28	170	109	69	101	236	85	102	232
C15orf52	1099	1221	662	974	2115	909	1015	2186
NBR1	6169	6168	3713	5629	11422	5254	5773	13175
OR2G6	1	0	0	0	0	0	0	0
RALGAPA2	3140	4699	1882	2912	5099	3019	2917	9391
NDOR1	609	345	263	301	732	322	368	934
FBLL1	3	12	3	6	7	0	7	17
NKAIN2	7	13	4	5	6	3	16	5
KRTAP1-1	0	0	0	0	0	0	0	0
PAQR9	0	0	0	0	0	0	0	18
CFAP54	83	21	43	58	419	64	40	484
CLN3	1366	903	609	681	1740	861	612	1695
FAM72B	25	5	5	17	8	8	10	10
ASAH2	16	4	10	8	20	7	20	45
SUMO2	4582	3884	2736	3584	8131	3662	2814	7005
NANOS1	45	69	31	42	110	48	32	81
HMX3	0	1	0	0	0	0	0	1
IGFL3	0	0	1	0	0	0	0	0
GOLGA8M	0	3	1	7	8	3	3	3
ZNF177	1	2	0	1	1	0	1	2
LDOC1L	1817	1865	897	1329	2636	1404	1818	4195
DPYD	3297	4026	2186	3693	5172	3236	2496	7975
S100A16	3332	2525	1471	2124	4241	2402	1916	5879
PTAR1	1276	1764	1205	1779	3445	1063	1872	3431
CC2D2B	4	7	4	3	3	1	5	13
RNASE9	0	0	0	0	0	0	0	0
FAM154B	171	49	91	85	1277	152	68	1170
RHCE	20	7	5	11	24	18	15	14
C2orf80	0	0	0	1	1	1	0	2
IDO2	29	3	12	27	14	3	3	39
PARVB	1984	1352	1098	1242	1508	1205	1201	4161
SLC4A5	87	71	220	165	232	41	133	220
UROS	1809	851	672	872	1735	797	732	1658
OR56A5	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0
ZDHHC9	2749	2391	1337	1769	4302	2506	2157	7530
ZBED6CL	614	213	214	195	842	250	320	549
QRFP	8	8	7	10	56	6	14	35
DUPD1	1	0	5	0	1	0	0	0
SMIM15	1553	1318	1052	1332	3140	1379	1274	2883
OSTN	4	4	3	5	20	10	9	28
VWC2	7	11	9	24	70	62	42	89
FAM221A	189	212	168	183	468	105	177	291
TMEM120B	810	461	436	522	1367	510	483	995
FSIP2	12	15	18	12	18	7	10	29
RBM34	57	49	38	49	139	33	54	88
NOXA1	160	124	155	159	398	88	166	364
TMEM198	135	79	38	48	97	63	46	125
BCL2L15	39	37	27	31	87	45	14	44
FZD9	6	6	1	7	34	9	26	26
SPRED3	23	13	7	19	36	15	15	37
OPTC	0	0	0	0	1	0	0	0
PLET1	1	2	1	1	1	0	0	3
ADRB3	19	3	3	6	15	18	1	13
SKOR1	12	24	16	30	36	11	22	62
CATSPER4	1	0	0	2	2	0	0	0
PRELP	5618	17817	2052	4726	9465	11645	11601	16399
PLA2G2E	0	0	0	0	6	0	0	0
ZNF548	427	490	282	461	836	313	433	924
MTF1	1071	1342	719	1102	1954	765	1019	2541
TMCO2	8	4	3	0	37	8	5	4
SHISA6	17	13	15	11	21	9	26	65
TMEM201	720	513	303	343	801	370	450	1278
NHLRC3	1295	1393	1016	1369	2659	906	1031	2726
HMX2	0	0	0	0	0	0	0	0
SNTN	344	47	177	108	2706	242	36	1445
ZDHHC11	88	109	51	87	407	78	266	282
FAM26F	349	149	390	429	223	180	192	562
CNR2	624	3	54	45	13	61	6	77
SLX4	578	350	270	361	559	256	342	806
GLRA4	0	0	0	0	3	0	0	1
ENTPD8	4	1	3	1	19	3	2	12
RPL14	18408	12122	7954	9452	21461	10346	8696	21884
BEND4	105	27	22	21	11	23	32	66
FAM78B	77	65	31	28	67	29	42	72
ZNF563	141	67	60	79	171	88	75	146
TMC3	5	0	3	4	3	2	2	4
KLRG2	202	229	37	201	506	168	254	290
ASTL	3	2	10	6	5	0	2	9
MSL1	2487	2683	1792	2806	4497	1659	2213	5149
LRRK2	16249	14230	8325	21050	23559	13726	13507	24836
BSX	0	0	0	0	1	0	0	0
GJB3	56	7	31	15	70	36	14	125
FAM196A	18	24	8	10	14	10	12	115
TRMT2B	921	687	403	579	1139	639	578	1372
PTPLAD2	1509	1702	1135	1887	4520	917	1816	4041
CFAP126	0	0	0	0	0	0	0	0
NYX	1	0	0	0	2	0	0	0
FAM120AOS	1941	1565	916	1426	2775	1397	1322	3508
UTS2B	17	8	3	10	7	3	10	13
C9orf152	715	312	369	285	1534	763	608	1485
NOC2L	2911	1795	1296	1305	3242	1868	1619	4322
MSANTD1	24	18	22	12	53	7	9	27
AADACL3	0	0	0	0	0	0	0	0
NELFB	3616	2239	1424	1532	4323	2144	1884	5459
SLC15A5	0	1	0	1	1	1	0	0
LIPI	0	1	0	0	0	1	1	4
LRRC66	8	2	6	12	29	3	8	21
ZNF292	1106	1335	949	1162	2268	705	1285	2372
HUS1B	2	8	8	1	5	3	6	3
KCTD21	528	281	201	371	857	371	326	804
SBSN	2	0	0	45	0	0	1	21
ADAT2	192	159	136	301	557	97	222	279
KIR2DL4	14	4	7	11	6	16	6	44
MAGEB16	0	0	0	0	1	0	0	0
VHLL	1	0	0	0	0	0	0	0
DUSP21	0	0	0	0	0	0	0	0
ZNF567	186	237	111	182	342	133	224	373
NDUFA4	6027	3888	2923	3585	11470	4258	2839	7717
ANKDD1B	93	51	59	71	331	61	66	142
ALKBH2	301	194	130	143	375	189	172	465
RNFT1	447	412	343	470	847	300	297	927
RNF222	2	0	0	2	0	0	2	2
CGB5	0	0	0	0	0	0	0	0
RELN	176	405	87	194	274	323	443	1270
FAM111B	255	32	38	58	75	70	40	138
APOD	1711	905	226	364	989	1785	732	1720
H1F0	4756	5005	3792	3586	9339	4418	4275	10635
GAGE2A	0	0	0	0	0	0	0	0
LITAF	14047	9899	10555	9424	16175	10736	7136	22805
VSTM1	9	6	12	3	7	22	4	21
TMEM120A	1217	898	666	773	1495	902	684	2311
ARID2	1053	1308	783	994	1795	826	1166	2556
FAM25G	0	0	0	0	0	0	0	0
SF3B3	6343	4127	2978	3222	5451	3887	3802	10590
PRSS48	0	0	0	4	5	0	0	2
IL1RAPL2	0	0	0	0	0	1	0	0
BLOC1S3	840	398	246	369	1009	644	385	1352
SP6	297	321	93	227	90	90	120	1190
ANKRD34B	16	4	1	2	3	0	1	6
PLAC9	755	1069	273	359	1389	899	843	2392
FAM47B	0	0	0	0	0	0	0	0
NKAPL	23	41	19	38	55	19	37	64
FSCB	0	0	0	0	0	1	0	0
CLDN4	7484	4546	7336	3312	16624	4697	5532	12135
ZNF573	68	68	41	78	99	37	77	128
GRAPL	10	5	1	5	1	4	5	20
FAM47E	147	94	81	144	438	52	77	315
HN1	2514	1509	1148	1322	3258	1684	1059	3377
ZNF527	188	170	101	170	379	128	182	285
ZAR1L	1	0	1	0	6	0	0	1
KRTAP10-12	0	0	0	0	0	0	0	0
S100A13	1699	1169	1077	1219	2998	1272	1002	2797
ZNF33A	1339	1385	1201	1468	2986	922	1424	2776
OR14I1	1	1	0	0	0	0	0	0
KRT77	1	0	0	0	0	0	0	0
PCDH18	276	548	204	336	683	526	451	819
DCAF8L2	0	0	0	0	1	1	0	0
ZNF600	333	157	210	262	933	181	317	549
BTBD8	11	25	10	27	55	13	29	39
MAOA	9040	9278	4337	7126	11567	8690	8188	17580
C15orf61	219	212	129	151	477	180	218	373
NUGGC	600	21	45	122	29	64	59	211
TSPYL1	5188	4899	2566	3873	8226	3765	3718	8187
SPANXN3	0	0	0	0	1	0	0	0
TRIM64B	0	0	0	0	0	0	0	0
PNRC2	3367	3217	1651	3082	5174	2155	2573	5188
DRICH1	10	0	6	14	14	0	3	0
GJB5	21	5	5	5	24	5	3	56
FHIT	235	106	149	145	331	110	133	293
FAM150B	258	374	107	168	219	185	283	599
ZKSCAN3	287	203	165	214	546	169	227	489
FOXR2	0	0	0	0	0	0	0	0
RRP7A	2633	1659	762	986	3454	1058	1419	3079
LIN54	464	494	346	436	816	380	527	964
FAM53B	4120	1758	1406	1831	3683	1923	2349	6642
FAM180A	56	167	76	143	71	104	146	344
C6orf222	6	0	4	0	0	0	0	3
SPANXN4	0	0	0	0	0	0	0	0
S100A14	4945	2431	3291	2900	8137	3272	3257	3838
KAZN	803	1224	272	562	1059	596	618	2250
SLC35E2B	2625	1878	711	1374	3847	1181	2123	2775
FAM179A	205	60	109	91	1388	167	108	774
TMEM194B	324	294	181	320	447	179	274	599
ALG1L	19	6	9	22	36	5	8	9
KIAA0408	47	59	55	117	188	37	89	106
GSPT2	680	641	282	538	921	469	398	1015
TBC1D28	0	0	0	1	7	2	0	1
C8orf76	195	106	140	139	313	120	117	305
CXCL17	12614	5134	6540	5505	13658	6714	5006	13356
OTUD6A	0	0	0	0	0	0	0	0
HMGB1	7961	6023	4527	6121	11839	5549	5692	12592
MMP23B	16	30	3	7	20	15	12	62
SH2D5	3	1	3	3	9	3	4	4
ZFP92	236	305	67	144	293	159	195	743
NCR1	18	10	12	33	16	27	20	48
RASSF10	325	49	24	32	360	100	104	125
GJB4	6	1	1	1	12	0	1	19
OR2L13	2	0	0	2	0	0	2	1
BLOC1S2	1641	1046	984	1274	2931	1133	1003	2479
SYCP2	45	54	33	93	87	25	72	116
ZNF724P	21	11	11	15	20	13	12	29
IL1RAP	580	923	304	563	795	636	609	3046
PTPRT	157	57	97	72	565	185	14	945
MYBPC1	14	1	0	1	8	1	5	22
PAX5	4346	10	163	199	25	244	15	416
OR5K4	0	0	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0	0	0
SPOCK3	10	4	9	7	120	17	17	51
ZNF676	8	15	3	7	14	8	9	36
ZNF699	93	105	56	106	171	64	118	273
TDRD7	1032	1016	532	816	1956	815	750	2303
C16orf93	34	11	22	16	143	20	10	74
OR8A1	0	0	0	0	0	0	0	0
KIAA0895L	298	252	216	433	663	161	349	587
HLA-DRB1	94272	60342	52154	37395	82483	66793	47775	156800
VN1R2	0	1	0	0	0	0	0	1
MYT1	14	14	6	4	44	9	22	7
SERPINA3	17	24	58	50	4	12	5	114
AKR1C3	1140	545	261	892	2274	955	613	3048
SPATS2L	2892	3417	1818	2411	6294	2743	2664	6887
ZNF250	414	338	188	334	734	254	366	751
WDSUB1	390	436	237	428	876	323	385	716
ZNF79	237	208	80	155	315	151	168	387
S100A4	9502	7909	6886	8823	32076	10800	10533	30713
PLEKHG4	255	355	319	309	481	224	430	638
KRTAP4-3	0	0	0	0	0	0	0	0
FAT4	884	2883	791	1507	1789	1249	1953	4586
C8orf86	0	0	0	0	0	0	0	0
KIF19	273	23	84	40	933	176	57	1034
OR6K2	0	0	0	0	0	0	0	0
ZNF681	144	47	69	141	276	98	112	201
ACADSB	2183	1573	1354	1363	4556	1449	1541	3277
STK40	5096	3488	1843	2635	5607	3044	2922	9033
OR10J1	0	0	0	0	0	0	0	0
TMEM63A	2388	2360	1538	2260	4434	1726	2253	5616
CTSE	6211	2067	6216	2536	12667	5168	3283	7787
SEMA4A	4165	1961	1216	1742	3029	2156	1816	4803
HRCT1	310	242	59	260	48	238	173	60
MPHOSPH8	2527	2560	1697	2789	5183	1897	2531	4030
GREB1	40	82	34	67	50	30	96	112
SIRPB2	528	690	635	476	702	375	502	1774
ZNF766	745	517	354	554	1259	596	512	1143
RYR1	358	292	279	253	674	402	360	1157
SRGAP3	308	155	184	203	687	213	186	833
KRTAP5-3	0	0	0	0	0	0	0	0
FAM217B	819	474	361	484	1318	644	602	1003
SULT1C3	0	0	0	0	0	0	0	1
TUBB	25420	12324	9014	9634	20283	15282	10734	32058
LCOR	455	468	462	520	1136	327	621	1324
SUPT5H	6266	4717	2995	3690	7950	4115	4222	11412
XPNPEP3	577	438	385	518	1125	311	425	1068
OR2T2	0	0	0	0	0	0	0	0
OR2C3	0	0	0	0	0	0	0	0
ZNF107	396	190	207	324	604	170	223	440
OR10S1	0	0	0	0	0	0	0	0
SFTA2	6575	4349	3613	3301	10265	4291	3543	7842
PPIA	11294	6776	5580	6359	16710	7081	5671	14406
ZNF471	135	275	114	302	376	138	275	486
OR10J3	0	0	0	0	0	0	0	0
ZNF836	239	171	151	217	550	161	227	410
ZNF493	429	333	205	375	1330	242	451	519
GTF2IRD2	105	92	83	159	277	62	118	158
GRM7	5	5	1	19	4	0	1	44
SUPT3H	241	244	204	258	568	171	215	537
NIF3L1	831	433	371	386	1063	495	482	1077
ATP2A1	20	11	11	20	37	5	14	26
IARS	3488	2338	1677	2033	4488	2548	2107	5715
HIATL2	110	73	75	114	186	77	108	198
POM121	1793	1742	687	1149	1980	1095	1346	3487
ZBTB44	1983	2586	1327	2217	4329	1633	2401	4098
GIMAP5	229	206	94	499	159	140	246	542
STK31	43	62	39	29	134	28	16	24
CGB7	3	1	3	4	8	1	6	2
NLGN3	49	93	40	45	51	47	70	219
OR8D1	0	0	0	0	0	0	0	0
ADH7	31	2	2	9	15	19	0	136
ZKSCAN7	178	100	56	115	218	79	115	171
ZNF729	0	0	0	0	0	0	0	0
CD55	12522	19494	13601	16395	59235	13857	20017	40956
CPNE4	63	21	4	14	5	19	8	113
ZNF565	87	85	54	89	172	88	90	164
NTNG2	184	77	31	145	75	100	52	263
ELAVL3	0	1	2	2	1	6	1	9
WDR5	1560	962	708	796	2309	965	1013	2307
LONP1	3310	2129	1495	1582	4596	2333	1926	5498
TRRAP	3013	3074	1763	2240	3223	1939	2567	6958
NUDT11	24	25	8	10	32	29	16	95
SRGAP2B	86	127	92	107	187	64	118	421
FUT4	459	413	290	387	667	289	303	1034
ASB13	1576	924	564	478	1537	761	671	2361
SLC35F1	25	11	2	18	25	18	13	42
ZNF34	224	204	123	172	357	180	233	511
ZNF781	51	56	13	47	82	39	42	85
ZNF140	549	463	346	512	1118	311	405	913
INCA1	156	128	76	143	259	87	115	235
ZNF774	70	53	39	56	203	66	81	132
PTPN1	7646	5733	4292	6262	12029	4452	5533	16205
EVL	7057	4085	4209	3704	6487	3365	2770	8884
SPANXD	0	0	0	0	0	0	0	0
THEM5	112	54	47	85	143	42	57	153
NOXO1	0	1	0	0	0	0	0	0
EPHB4	5178	5973	1938	3002	3676	3887	3231	11558
PRTN3	2	3	1	2	1	2	0	3
ZNF765	361	378	251	345	786	269	354	730
ZNF124	188	147	127	131	358	114	164	267
XRCC6	12175	8672	5853	7458	14471	8268	7339	19778
S100A5	7	5	6	4	9	11	8	15
PPP1R26	1239	1579	882	913	3044	1037	1571	3264
NBPF4	0	0	0	0	4	0	0	1
TSC22D2	1427	2595	1380	1854	2831	981	1489	3665
CRYBA4	4	1	1	2	3	1	0	2
NPIPB15	3	30	47	4	139	14	2	7
ZNF569	196	183	92	171	416	152	166	355
ARMCX4	351	537	262	530	798	259	499	939
YRDC	677	613	373	451	991	343	456	1179
ZNF777	856	712	432	389	1149	528	651	1709
PIK3R4	1438	1573	818	950	2131	1088	1409	3489
ZNF775	676	296	208	358	802	358	331	753
ZNF605	358	310	231	332	858	250	436	653
TRAPPC2	569	343	267	471	982	351	388	789
RFX8	7	8	3	5	7	8	3	10
MYL6B	842	586	342	426	911	575	416	1015
ZNF799	202	138	58	162	296	133	115	263
FGF16	0	0	0	0	1	2	3	1
SIAH1	426	425	337	411	989	310	384	812
GK2	0	0	0	1	0	0	0	0
C20orf96	450	224	196	226	1038	313	210	722
ESRRG	51	60	37	45	114	34	56	230
IPO4	144	51	50	62	137	68	45	170
NCOR2	11378	14141	6927	6689	19529	10536	11616	31263
SULT1A1	1879	1241	1116	1171	6371	1157	1210	2985
ARL9	4	3	4	5	17	2	2	17
PRPF40A	3042	3217	2261	2726	5227	2475	2624	6400
GDAP2	658	587	487	635	1297	537	588	1267
TCEAL3	823	1013	490	560	1406	879	706	2092
ANAPC7	1493	881	746	1030	2066	902	854	2244
TPK1	402	432	263	320	569	326	261	853
SLC6A9	492	505	326	442	1052	749	672	1067
AFAP1	1416	2031	905	1127	1962	1319	1473	4409
NACA	20473	14154	10324	11386	22581	11908	10435	25832
MYO18A	3201	2609	2292	2406	4109	2268	2665	6283
OR2T3	0	0	0	0	0	0	0	0
SPTSSB	6	5	4	7	21	6	4	22
C17orf59	623	231	190	207	630	396	267	669
MAN2A2	2688	2993	1124	2318	4244	1892	2427	5720
MME	2549	3840	512	1703	7372	3799	2818	6314
FAM72A	33	15	11	15	14	9	11	44
CACNA1H	216	602	136	193	303	463	304	1227
SULF2	1753	2450	669	896	1141	1299	1616	5056
HBG2	3	6	8	4	9	3	2	3
LAMA2	1384	3047	904	1606	1304	2465	3016	7296
PFN3	0	0	0	0	0	0	0	0
PLXNB2	16036	13331	8739	7860	27196	13772	11449	32777
OR5AC2	0	0	0	0	0	0	0	0
AJAP1	42	165	9	146	43	15	38	219
XRCC2	66	26	25	43	62	13	16	60
MYO6	3813	4360	2809	4019	9161	3433	4232	8642
MKL1	3947	2184	1277	1540	2984	2036	1874	6291
HDAC2	2414	2207	1637	1821	4269	2034	1835	4590
ZNF782	119	105	82	95	135	59	111	166
SLC22A25	0	1	1	1	1	0	0	4
POTEF	3	1	1	2	3	0	2	2
ZNF846	218	197	131	215	424	114	213	375
MMP1	63	5	21	51	7	10	4	395
ADH1B	14474	21085	5421	10929	19839	20021	21713	26349
UGT2B15	1	0	1	1	11	1	1	3
TCF4	3831	7023	1950	3739	4467	3484	4345	12789
WNK3	42	34	20	33	32	21	32	55
ACN9	325	213	178	217	604	219	191	479
HRH1	420	608	224	378	665	348	364	1255
RABL6	4509	3155	2301	2125	6094	2794	2587	6623
ZNF136	514	464	260	455	726	332	437	919
ZKSCAN5	578	557	300	473	978	354	426	1110
ZNF502	196	151	131	135	352	145	159	320
TRAPPC4	2103	883	709	1287	2111	1036	782	2543
TTC30B	363	256	125	247	892	307	247	865
SLC30A10	0	2	0	2	0	0	0	0
OR8B3	0	0	0	0	0	0	0	0
TECPR2	1196	1254	603	846	1568	972	1126	2892
TLR7	628	733	569	633	1020	432	386	827
FAM180B	1	13	1	8	4	8	9	3
ZFP62	584	517	331	597	1008	402	480	1103
ERI2	334	388	233	417	709	230	311	598
TOMM7	6562	3832	3144	3200	9082	4019	3025	7198
HSH2D	1043	168	236	355	719	260	278	505
TRPV1	7	4	4	8	19	1	3	5
ZNF33B	1100	1078	967	1109	3118	953	1350	1988
ZNF512B	1320	1111	747	827	1628	707	1061	2535
AMZ2	1988	1416	942	1383	2895	1292	1037	2929
ZNF431	661	516	489	889	2124	450	1034	1215
FAM150A	11	0	18	5	14	11	2	17
NF1	2099	2807	1484	2284	3986	2036	2521	5846
VKORC1L1	3572	3657	2582	2622	7704	3036	3461	6341
ZNF418	127	81	40	103	103	51	70	217
DAPK1	5914	7984	7353	5777	18114	4041	7916	12202
LCE1B	0	0	0	0	0	0	0	0
HLA-DQA1	31249	24884	23516	19298	23963	15658	17146	44099
COL27A1	472	432	686	676	1316	241	789	794
GM2A	9174	5258	9725	6885	7012	4323	2877	14184
HIST1H2AI	3	1	3	1	2	1	2	6
CLPSL2	0	0	1	0	0	0	0	0
S100A2	80	31	40	95	213	87	41	189
ZNF700	509	272	234	405	808	199	303	597
POU3F4	0	2	0	0	0	0	0	1
OR14A16	0	0	0	0	0	0	0	0
CD47	11339	11864	9525	10841	34387	9300	12655	21608
OR52K1	0	1	0	0	0	0	0	0
TLE1	828	997	662	695	1243	671	833	3504
MAML3	670	1089	494	656	1421	585	968	2316
HIST1H2AG	20	6	7	19	14	5	8	14
STRN3	929	1204	835	1027	1985	838	1041	2413
ZNF239	114	37	33	62	137	57	64	102
SPINK14	2	0	0	0	12	2	0	5
SPRR2B	0	0	0	5	1	0	0	7
CHRNG	5	1	0	0	2	0	1	5
ZSCAN16	187	85	135	121	315	106	98	250
MVB12B	2832	2965	1157	2053	3872	1827	2576	4385
C6orf106	8428	6020	4388	5406	12700	5816	6566	14332
OR11G2	0	0	0	0	1	0	0	0
POTEI	3	0	0	0	0	1	0	0
ADA	578	109	94	195	199	138	180	370
ARID5A	2027	2341	1165	1552	1490	934	1392	4656
PATE2	1	0	0	0	0	0	0	1
PPTC7	1966	2054	1354	1591	3598	1418	1889	4795
KRT39	3	3	2	3	10	7	1	3
TOMM20L	7	7	1	3	10	4	3	15
RGPD4	0	0	0	2	0	1	0	2
NHLRC2	1332	1681	1109	1629	2720	1045	1569	3581
HIST1H2AD	1	1	2	2	1	1	2	4
ZFP28	239	340	181	339	621	214	352	741
KIAA1211L	630	1110	446	637	1537	521	637	3931
CBWD3	37	12	12	25	42	7	19	33
SCN8A	27	21	16	24	35	15	21	39
LAMB3	6101	5427	4416	4509	18138	6049	6244	18093
HIST3H2BB	19	1	5	5	52	12	5	52
TEX43	0	0	0	0	1	0	0	0
KPNA5	476	585	457	557	1045	328	500	985
ANKRD36B	22	40	36	28	50	11	31	96
ARHGEF12	5853	10698	4988	8634	13586	7186	9102	22201
HCAR1	40	8	31	5	195	59	12	106
PDLIM7	1157	1448	685	772	1758	1663	886	3856
FLNA	56020	77823	36827	38127	80513	68037	58858	202855
TMEM26	60	110	52	133	92	70	77	115
SRGAP1	452	836	272	649	601	394	453	1362
OR2L8	0	0	0	0	0	0	0	0
FAM3C	1177	1180	504	904	1914	899	1037	2183
NOP9	2093	1580	1022	1290	2260	1397	1421	3449
OR2T4	0	0	0	0	0	0	0	0
ZNF705A	2	1	1	4	8	0	3	1
SLC39A10	971	1044	638	1040	1582	815	858	2186
CASP4	3804	2527	2032	2719	4583	2105	1799	4926
AP2A1	4276	2911	1913	2138	4263	2869	2482	8552
ZNF585A	240	247	133	240	471	161	217	437
FUT11	950	1200	533	894	1963	919	848	2685
ANXA4	7112	6399	4145	4809	15687	6711	4213	11548
LAGE3	720	307	223	225	616	314	209	616
WDR5B	402	206	145	233	602	269	239	544
FAM163B	9	5	0	3	2	4	1	8
NPIPB9	0	0	0	1	1	0	2	4
WDR45	1621	820	676	897	2145	971	839	2264
METTL9	2979	2680	1488	2220	4493	2409	1744	4950
ZNF138	255	181	137	157	368	90	113	266
ZNF429	503	333	190	239	795	238	446	615
ZNF470	275	323	99	311	568	249	279	423
SERTAD1	1780	2505	2200	2036	3318	992	1103	3626
ZNF100	498	225	310	269	430	147	306	594
CXorf40B	561	400	235	308	607	267	276	678
ZNF398	802	525	314	451	1058	526	703	1480
ZSCAN25	743	665	398	477	1089	471	669	1458
ANXA6	12359	7808	3647	7424	8130	8340	7075	17806
ZNF441	318	304	129	292	556	257	275	483
GMFB	2866	2890	1756	2838	6506	2314	2478	6143
SIGLEC15	88	14	46	25	28	16	13	58
ZNF420	301	214	172	217	626	230	270	481
ZNF763	115	70	42	87	221	64	67	115
ZMYM1	269	281	218	289	629	216	276	447
DTHD1	215	29	91	112	950	179	177	979
HIST1H4C	0	1	0	0	2	1	1	1
ZSCAN26	625	392	257	455	914	336	387	717
MAFG	1907	1923	993	1253	2155	1265	1493	3966
ARRDC1	2142	1281	1062	1007	3190	1213	1315	3592
KIAA1671	2661	4176	1573	2373	5178	2705	2997	7711
KRT35	0	0	0	0	0	0	0	0
IGF2R	9714	13846	8384	9485	15579	10789	10639	26125
