Symbol	TCGA-44-2657-01	TCGA-50-5939-01	TCGA-55-6979-01	TCGA-55-6970-01	TCGA-55-6984-01	TCGA-44-6777-01	TCGA-44-6146-01	TCGA-44-3396-01
CDC42BPB	3039	7953	3157	14714	7554	5094	2672	6590
PLXNB3	114	454	687	1392	1160	894	85	1978
OXCT2	54	4	10	32	0	6	4	13
RPL10A	22120	18633	10494	63829	17519	20485	2838	42373
COLGALT2	71	36	26	97	2218	63	560	56
EPS8L3	3	19	1	2	5734	2	1029	0
EGFL6	432	193	1148	1327	659	508	439	3076
MT-ND2	63593	68980	67898	223300	156374	55278	5862	190234
SYCP1	0	0	0	0	0	0	4	0
APCDD1L	34	76	90	25	27	239	15	237
RCSD1	1880	585	1376	1813	320	2103	500	3620
RASSF9	561	308	49	3676	383	150	1154	340
FAM169A	78	108	73	56	67	13	164	313
ZNF830	579	415	564	605	405	491	240	1772
GRIN3A	71	28	104	131	18	66	66	103
MT-ND5	82416	39932	62465	91343	225534	60914	30460	206611
CNOT7	2652	1937	2106	7053	2008	2159	3865	8815
TMEM184B	3577	6778	3567	5989	5569	5103	954	10715
MTOR	3423	3527	2026	6968	1979	3765	2520	6100
SCAMP5	1081	608	404	751	353	1039	49	3671
ZNF521	472	244	396	368	118	950	871	1367
ALPK2	107	41	74	41	10	71	19	605
BRINP2	15	0	5	3	0	1	3	3
MAGEB3	0	0	0	0	0	0	1	0
LRIG2	661	533	677	955	479	512	2269	1471
MT-CO1	234412	139784	409879	324235	607193	177808	93388	953545
PNP	1246	2111	1937	3934	3738	1897	597	7153
PAX9	158	62	507	59	225	440	63	1930
LRRC10	0	0	0	0	0	0	1	0
GK	596	719	938	1600	354	671	553	2258
FOXJ3	2449	2063	1714	3853	1681	2514	3680	5407
ZNF358	763	750	1520	1356	876	1812	44	4654
SFT2D1	1591	1638	1448	2826	2095	1229	1536	4906
CD247	944	157	577	535	190	375	55	1222
GRM3	1	4	2	3	0	19	51	7
CHAMP1	1099	1445	811	1435	632	1030	663	2135
INPP5F	623	572	1076	1787	739	818	1664	1537
ARHGAP11A	308	1272	521	1714	526	440	310	2019
SUCNR1	249	126	408	432	25	693	105	609
HMGN2	9939	5320	5846	8155	3345	5657	822	16773
SELM	3290	1230	1201	2322	1789	4011	121	7073
UBE2J1	6507	3484	4825	9060	2461	6529	3932	14941
GJC2	61	117	23	74	538	51	16	185
OPA1	1604	2996	2146	5147	2329	2924	3632	6569
DENND4B	2267	1638	1865	4043	1222	2059	491	4031
RYR3	27	20	13	50	30	33	248	111
ZNF277	764	765	826	2562	487	1065	706	3507
MT-ND3	35034	15820	29535	79439	95175	22531	4696	90051
KTI12	566	318	387	444	217	330	99	1114
DUSP27	2	2	1	1	1	13	1	5
SELT	4832	3523	2988	6248	4623	4824	3148	11441
ARHGEF15	404	437	401	784	287	606	184	807
TOX	972	198	686	934	121	294	246	639
CES1	1867	8159	739	1255	641	1812	397	2154
CD3E	2911	457	1573	1693	437	1126	123	3311
RUSC2	577	864	685	1095	382	1143	298	2201
C1orf68	0	0	1	0	0	0	1	0
FICD	520	675	315	1054	275	815	385	619
OSTC	4600	3724	3075	6516	3399	3717	1993	10179
R3HDM4	2542	1925	3172	5177	4174	2776	268	11727
TSEN15	1271	841	1171	3621	1420	1021	1186	2898
LTN1	1364	1328	1018	3369	866	2028	3779	4402
RUNDC1	702	907	966	1703	1151	1254	902	2614
CCDC152	157	50	59	123	39	103	143	137
STKLD1	43	21	37	42	15	13	43	111
GRK5	1151	638	730	1402	865	1037	703	1417
TYW1	798	655	404	1386	477	732	549	3045
DCAF12	3093	2006	2826	8971	2282	3255	1966	8381
OR5D13	0	0	0	0	0	0	0	0
SFMBT2	878	524	747	3498	126	1165	533	1492
ASB12	9	5	4	3	3	5	3	7
PNMA5	2	1	0	4	3	3	1	12
ITPRIPL1	213	88	131	127	30	222	29	346
MT-ND4	132873	105321	197314	365279	611403	127288	44667	590439
SMC5	1021	951	1071	2246	1355	1252	5525	3845
MT-ND1	60785	63077	51192	189814	132878	56219	9756	93436
DCAF12L1	0	0	0	0	0	0	0	3
PRMT6	747	184	672	417	560	512	393	3508
SHISA4	802	306	289	646	330	1034	26	1983
CIPC	990	855	787	2783	842	711	897	1893
CAPZA2	5711	4196	4256	8680	4172	8341	6274	21314
MT-ATP6	52616	52305	100392	165406	215157	49616	16329	304261
TOP1	4279	4235	4821	17287	3490	8226	2859	16397
PRC1	532	1529	1014	2220	1024	710	225	3501
BHLHB9	241	113	115	532	87	183	288	373
MAP3K3	2256	1179	1402	2096	663	2575	681	3759
L1CAM	166	1832	40	76	35	95	2	53
SREBF2	5021	5345	4204	10926	10186	6676	2714	10254
C1orf174	1088	718	722	1019	702	750	465	2178
POU3F3	13	0	0	0	0	4	1	0
RASGEF1A	173	1465	175	651	180	125	33	104
C9orf114	1169	776	1088	1309	982	708	226	3160
RPL39	3675	3270	3263	8417	3254	5964	540	10888
DZIP3	602	271	712	1094	516	819	725	1461
KIAA0753	478	498	481	1423	352	601	1252	1576
DCLRE1A	515	483	385	1670	294	459	532	876
ATG9A	2695	3807	2092	8333	2884	2600	638	6681
NOS1AP	61	84	68	217	79	170	212	92
CSAG1	4	9	6	2	0	1	1	2682
APRT	4521	2818	2003	4370	2999	2548	129	9563
GPRASP1	315	100	123	226	91	290	587	460
TBKBP1	611	139	568	915	126	691	39	4340
MAGEE1	234	190	84	291	35	133	33	445
CCDC167	942	421	419	1356	310	334	24	1247
MT-CO3	89843	65126	163602	167431	269895	76845	32940	582766
ZFP2	48	35	40	131	22	50	76	74
SOWAHA	7	2	14	4	19	19	85	14
L3MBTL3	307	367	635	640	364	350	378	1753
DMD	656	352	348	522	117	674	3309	825
MFAP3L	208	101	62	441	114	210	201	306
NAGA	2893	1795	3318	3925	2207	5924	574	6716
SMG5	3327	5103	4074	8589	3805	3772	1397	7137
KIAA1279	602	1096	806	3077	665	1308	703	1840
TGM2	23830	96693	60170	27258	13823	28011	3534	35846
ARMCX6	635	308	321	567	352	347	84	889
PJA2	3746	5293	3086	12427	2208	9740	5624	10407
RORB	28	17	27	89	9	123	58	25
SGMS1	1087	1004	867	3574	885	1562	2123	2085
OR10R2	0	0	0	0	0	0	0	0
OR10Z1	0	0	0	0	0	0	0	0
ZNF525	357	221	289	527	236	366	628	1042
INF2	2478	14053	2988	12681	12017	5043	1030	10208
GP1BB	0	0	0	0	0	0	0	0
OR2T5	0	0	0	0	0	0	0	0
OR2L2	0	0	0	0	0	0	1	0
EFCAB2	443	320	456	1057	281	394	220	434
COX20	243	125	147	500	294	193	460	406
CHML	642	3998	306	11572	681	1225	1478	1992
C1orf95	48	9	18	228	20	52	63	52
TCP10	0	0	0	0	0	0	1	0
CAPN8	2511	165	2125	2611	6635	1467	18948	4765
TATDN3	453	473	363	1695	324	568	328	970
CR1	535	476	395	765	60	1442	56	1557
RAET1G	18	260	8	175	9	11	5	36
C1orf53	108	57	78	453	80	56	9	144
SAMD5	150	644	106	524	410	102	490	121
TEDDM1	1	1	1	5	6	0	22	4
GJE1	0	0	0	0	0	0	6	0
ECT2L	91	8	10	16	93	2	113	38
GPR52	1	0	1	2	1	1	159	1
METTL11B	1	2	1	1	0	12	0	2
FCGR3A	4747	4571	9193	10533	344	24158	598	8492
TMEM244	1	1	3	2	0	3	5	15
OR6K3	0	0	0	0	0	2	0	1
CENPW	150	230	303	315	151	135	8	1190
SPRN	85	67	137	228	87	54	89	228
FAM229B	386	208	252	214	86	179	113	999
FANK1	126	213	79	600	205	58	318	416
LOR	3	0	0	1	0	0	0	3
PRR9	0	0	1	0	0	0	1	3
LELP1	0	0	0	0	0	0	0	0
SPRR2E	1	0	1	0	2	1	0	3
KPRP	0	1	0	0	0	0	2	0
METTL10	283	332	232	917	230	302	809	626
FAM24A	0	0	0	0	0	0	2	0
DDO	316	36	132	60	27	274	30	258
PPAPDC1A	16	17	116	37	16	221	21	358
HIST2H3C	19	2	38	7	0	0	0	20
HIST2H2BF	55	2	39	135	46	16	259	124
HIST2H3PS2	0	0	0	0	0	0	0	0
PNLIPRP3	8	55	0	4	23	0	3	0
HIST2H3A	0	0	0	0	0	0	0	0
HSD3B1	0	2	0	1	0	0	11	0
HSD3B2	0	3	0	2	0	0	5	4
C1orf137	3	1	2	0	0	0	1	5
RBM20	34	7	30	18	10	15	12	38
SMIM9	0	0	0	1	0	0	5	1
C6orf163	11	7	21	14	7	4	143	29
RIPPLY2	0	0	0	0	6	0	1	0
GDI1	3475	3395	3266	6007	4896	5661	763	10484
PCMTD2	2290	1205	1805	3374	840	1393	2975	5676
SOX18	203	350	333	299	283	553	16	495
LIME1	110	43	77	56	86	23	15	387
OOEP	1	2	1	4	4	1	16	197
KHDC3L	0	0	0	0	0	1	0	0
DPPA5	0	0	0	0	0	1	2	0
C1orf146	1	1	0	1	2	0	4	5
SPANXA2	0	0	0	0	1	0	0	0
CXorf66	0	0	0	0	0	0	0	0
C10orf62	0	0	0	0	0	0	1	2
SAMD13	50	24	54	81	75	14	64	165
FAM127B	1218	1113	1593	1896	1100	1259	105	4710
CCDC160	17	17	282	21	12	0	2	650
C1orf141	0	1	0	0	31	0	3	3
EFCAB7	269	196	143	349	136	166	418	514
DEFB110	0	0	0	0	0	0	1	0
GLYATL3	2	0	0	0	1	0	0	0
LDLRAD1	201	116	10	303	173	6	11	46
RHOXF2B	0	0	0	0	0	0	1	0
ZYG11A	104	34	113	132	1	114	16	50
LCN8	0	4	0	1	10	0	0	1
C1orf185	2	0	0	1	0	0	3	2
GLT6D1	0	0	0	0	0	0	2	0
IFIT1B	0	0	1	2	0	0	21	3
CT83	1	7	0	1062	5	1	169	172
LIPN	4	5	5	10	1	11	22	56
LIPK	1	2	11	0	3	6	10	41
LIPJ	6	4	0	2	0	0	28	2
LRIT2	0	0	0	0	0	0	2	0
LRRC73	23	18	20	51	27	35	2	57
FOXO6	357	39	190	37	50	50	4	61
TCEAL5	2	1	1	1	1	5	1	3
SYS1	2187	1962	1521	3263	1135	2162	929	3991
TCEAL6	2	0	0	1	0	0	0	2
INPP5B	1713	574	827	1407	479	999	1104	2613
RPA4	4	2	2	1	1	0	44	8
NEU4	7	15	9	3	11	2	0	5
MAFB	2235	2193	4808	3542	459	6577	383	10257
TRAF3IP1	704	1129	700	2769	687	626	967	2253
CHIC1	421	490	387	360	411	490	1310	942
NAP1L6	2	3	1	11	3	3	1	6
GIGYF2	2460	3247	1936	7785	2321	3636	3464	5116
C2orf72	153	20	95	67	227	17	194	69
RUFY2	403	440	387	1593	366	480	1912	1398
NHSL2	73	32	36	98	14	109	118	140
PHACTR4	2626	1893	1929	3737	1609	2079	2008	5982
CLPSL1	4	5	49	7	5	1	0	20
ASAH2B	66	114	91	561	171	79	131	179
AGAP6	204	48	206	203	127	71	321	557
TIMM23B	156	112	167	523	132	121	278	624
ZDHHC18	2115	2373	2221	3729	1077	2542	387	6918
C10orf128	845	272	688	559	190	1089	317	1273
CXorf65	32	5	34	11	8	4	12	69
AGAP10	106	26	123	90	152	39	225	359
NPY4R	2	9	4	19	5	2	1	1
GPRIN2	238	320	191	405	127	169	63	82
SYT15	38	20	15	67	9	6	25	15
TMEM57	1937	1462	1684	3181	1156	2102	1721	3314
PTPN20A	7	5	4	12	2	4	179	390
GDF5OS	0	0	1	1	0	1	0	1
ZDBF2	215	423	240	988	174	205	1224	741
TXNDC8	0	0	0	2	0	0	2	0
AWAT1	0	0	6	0	0	15	14	0
DAXX	3136	2374	1872	6494	2166	2226	356	7173
BMPR2	3628	2967	3507	9758	2137	6219	15645	8619
TCEA3	2329	689	1456	5293	599	3478	952	423
PFDN6	1137	685	1055	3206	1070	981	84	5039
RING1	1883	1311	1391	2505	1104	1524	229	4392
HSD17B8	855	396	346	1017	411	494	67	1070
RXRB	2341	1526	1426	4212	1176	1746	526	4305
OXLD1	899	294	961	586	421	387	72	3082
OR13C3	0	0	0	0	0	1	2	0
COL11A2	190	13	134	19	23	12	100	201
HLA-DOA	7979	1824	4590	5203	822	8246	369	8621
BRD2	9589	9518	5555	22584	7115	7630	3564	20728
HLA-DMA	12476	3583	7555	6596	1397	12960	404	13433
COL5A2	2576	6030	9594	7253	2741	27391	5251	41202
PSMB8	4847	4019	5199	9022	2823	3905	326	14512
TAP2	1838	2288	2710	4404	854	2370	595	6959
SPIN3	149	88	91	186	82	63	156	343
TMEM235	0	0	0	0	0	0	1	4
PAGE3	0	0	0	0	0	0	0	69
HLA-DRA	168096	38949	83445	80286	9510	161206	3893	204483
BTNL2	3	1	0	0	1	0	7	4
COL15A1	1099	3456	3362	2631	606	14816	559	9854
OR8B2	0	0	0	0	0	0	1	0
C6orf10	1	1	1	0	1	4	43	1
TMEM225	0	0	0	0	0	0	4	0
NOTCH4	562	719	957	1324	794	1809	533	2357
PBX2	2599	1945	1741	6245	1260	1907	668	6276
AGER	1827	2668	1455	7634	370	319	323	549
RNF5	2256	1336	1025	4225	963	1477	250	4300
AGPAT1	3071	3320	1696	6588	1915	3469	227	7471
DFNB59	61	8	59	75	15	13	43	152
PRRT1	40	97	15	42	28	50	13	80
FKBPL	399	204	313	546	139	218	17	708
MRPL38	370	180	274	361	175	138	43	1200
SMIM5	209	29	266	34	364	16	320	2531
ERICH2	98	36	42	188	34	181	33	309
SP5	138	78	112	1134	44	434	6	398
STK19	459	433	400	709	253	310	154	1432
CD300LD	0	0	0	0	0	0	2	16
BTBD17	3	0	0	0	1	0	0	1005
DXO	730	306	329	867	244	242	94	1694
SKIV2L	2611	2171	1877	3508	1511	2388	542	6312
C9orf129	2	0	0	4	0	0	0	3
NELFE	2438	2282	1966	5391	1718	2517	289	8327
NXPE2	0	1	1	14	0	5	4	1
SPANXN5	0	0	0	0	0	0	0	0
C10orf126	1	0	0	0	2	0	0	1
ZBTB12	213	208	132	460	96	150	25	552
SDHD	3073	1924	2290	4254	1214	2458	1709	5270
EHMT2	2128	2113	1579	9805	1378	2152	417	6255
XAGE1A	2	0	2	2	0	1	0	3
LAYN	551	166	386	410	111	699	126	1331
XAGE1B	6	2	4	0	0	3	0	16
SLC44A4	4102	740	1620	6176	22766	1038	3092	14543
NEU1	5201	2627	3395	5908	1188	4269	596	11438
C6orf48	4416	3771	2395	16398	1778	2785	596	4320
HSPA1B	1522	2380	1688	5600	3060	2716	1280	5415
HSPA1A	1352	1963	1736	5067	3547	3258	1344	6433
HSPA1L	109	89	93	170	44	123	14	186
LSM2	1375	1038	1058	3510	720	931	125	4158
VARS	2809	4969	2946	16894	4141	4484	390	15027
VWA7	261	193	148	412	284	409	141	346
CARD16	328	285	615	427	128	600	99	1127
MBD5	732	717	406	1705	270	630	2028	1447
MSH5	89	17	126	102	63	33	152	297
CSHL1	0	0	0	0	0	0	0	0
C6orf25	27	6	3	30	7	5	21	46
LY6G6C	1	0	1	5	10	1	2	8
XXbac-BPG32J3.20	0	0	0	0	0	0	0	0
LY6G6F	0	0	0	0	0	1	1	0
ABHD16A	287	139	195	717	201	218	158	822
LY6G5C	93	45	62	203	41	55	17	333
CSNK2B	1754	1345	1668	3167	1291	1443	285	5666
GPANK1	817	695	551	1354	454	703	122	1877
C6orf47	1105	847	1158	2638	882	1145	287	2498
FAM155A	131	35	56	33	21	115	181	176
APOM	97	83	47	155	63	30	70	155
TRIM49C	0	0	0	0	0	3	1	0
TRIM64	0	0	0	0	0	0	0	1
BAG6	8053	10412	6943	32518	7340	10943	1452	23319
C1orf195	1	0	2	1	3	2	283	2
PRRC2A	10955	13406	7187	30230	9034	14114	1634	28063
AIF1	1244	949	2713	1779	213	4444	80	5200
NCR3	131	32	50	66	30	47	1	76
PRAMEF20	0	0	0	0	0	0	0	0
PRAMEF17	0	0	1	0	0	1	0	0
PRAMEF19	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0
LST1	815	368	1158	624	143	1738	47	2725
NFKBIL1	660	1125	490	1923	554	613	37	1426
PRAMEF9	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0
MCCD1	0	0	0	56	1	0	0	0
ZNF814	320	159	254	316	297	243	1596	1127
MICB	699	380	395	816	132	817	52	1263
AADACL4	4	0	0	1	0	0	2	0
ZNF551	290	177	216	439	181	293	756	786
MICA	960	562	452	1823	597	530	240	1567
ZNF805	104	65	74	118	62	129	466	163
HLA-C	117807	59788	48124	86118	37786	79063	3624	212524
POU5F1	65	28	23	100	218	20	325	57
ZSCAN5C	2	2	0	2	0	4	1	0
CCHCR1	1072	936	890	1342	534	613	185	2047
PSORS1C2	3	5	5	10	27	2	21	8
CDSN	4	2	1	1	4	0	4	2
PSORS1C1	131	140	64	290	296	127	232	199
C6orf15	0	0	0	0	0	0	1	45
MUC21	2547	61	1108	3171	18	41032	15	2006
DEFB121	0	0	0	0	0	0	0	0
DHX16	1702	1847	1246	4715	1280	1713	636	5054
C6orf136	494	346	337	2057	417	265	135	818
MRPS18B	2501	2417	1658	6540	1378	2107	309	3840
PPP1R10	1898	3219	2644	7778	2188	2641	1615	10140
KRTAP5-11	0	0	0	0	0	1	0	0
KRTAP5-10	1	1	1	3	3	2	7	4
ABCF1	3552	3976	2917	8789	2544	4241	704	9360
PRR3	655	357	433	875	240	490	302	1280
LILRB3	154	150	321	259	61	643	45	862
DDR1	7383	12103	5584	17419	15205	6111	3562	19918
LRCOL1	34	0	3	4	2	6	3	34
GNL1	2631	2158	1838	4327	1363	2164	877	8581
HLA-E	57065	36050	44071	56122	15390	45483	9113	80237
DPRX	0	0	0	0	0	0	0	0
TRIM39	533	405	412	935	296	468	311	1148
ZNF468	680	660	498	1298	494	689	1095	3073
TRIM15	10	29	16	3	510	2	56	75
ZNF616	388	270	285	862	241	590	526	832
FOXB2	0	0	0	0	0	0	0	0
TRIM10	6	3	5	0	65	9	41	18
TRIM40	0	1	1	24	4	2	11	0
TRIM31	73	659	80	578	970	68	530	196
RNF39	202	250	169	1271	644	360	235	1078
PPP1R11	3201	3003	2289	10139	3214	3416	1019	7065
PTCHD2	294	19	22	6	5	4	4	56
GNB2L1	35121	38849	22702	132151	31588	47917	4265	78466
HLA-G	651	379	1887	562	644	5293	27	1113
TBC1D8	1389	761	945	1756	942	759	1898	1604
NMS	0	0	0	0	0	0	1	0
HLA-F	5751	5289	7530	6018	2308	3193	363	13911
ZFP57	106	2	174	6	1	91	3	399
ASPDH	20	2	16	6	17	4	25	46
MOG	1	0	2	0	0	0	4	4
OR2H2	0	0	0	0	0	0	5	3
CBY3	15	1	4	10	0	5	3	19
C5orf60	3	0	0	3	0	2	0	4
C9orf57	0	0	0	0	0	0	5	0
IL31	0	0	0	0	0	0	1	0
AKT1S1	1396	1450	1340	3955	1907	1681	237	7444
FAM153C	13	3	1	3	2	0	14	1
GABBR1	1043	100	566	942	339	179	957	3104
CASC10	36	109	32	48	25	61	20	348
C10orf113	0	0	0	1	0	0	280	4
MAS1L	13	0	2	3	0	3	0	0
OR2H1	1	0	0	0	1	0	1	0
OR11A1	0	0	0	0	0	0	4	0
OR14J1	0	0	0	0	0	0	0	0
OR2J2	0	0	1	0	0	0	1	0
OR2J3	0	0	0	0	0	0	2	0
OR2B3	0	0	0	0	0	0	0	0
OR2W1	0	0	0	0	0	0	2	0
SPDYC	0	0	0	0	1	3	3	0
C9orf135	58	2	0	8	52	22	1	5
TRIM27	2891	2816	2406	10106	2362	2538	1964	6160
MALRD1	19	12	20	131	3	33	162	129
RANBP17	193	139	313	1045	111	109	636	373
FAM196B	5	14	10	8	3	42	85	31
FOXD4L5	0	0	0	6	2	0	9	1
TTC25	106	116	38	33	105	51	15	278
MRPL53	90	71	99	89	48	109	86	302
MROH6	1787	1343	558	2231	2086	358	293	4475
ATXN2	1072	1870	912	3545	790	1550	3512	3602
DCTN1	4794	5182	3040	11462	3659	6795	1533	12479
SPATA31A1	0	0	0	0	0	0	0	0
PNMAL2	265	40	54	40	20	296	12	137
TCTN1	697	1247	536	879	356	1068	564	4624
FAM216A	156	162	75	111	37	149	320	495
ZBTB48	1194	479	668	812	539	424	229	1946
IGFL2	52	4	260	22	83	66	32	479
IGFL4	2	1	5	0	1	3	12	7
KRTAP9-3	0	0	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0	0	0
GPR20	15	4	10	92	6	24	26	14
KRTAP1-4	0	0	0	0	0	0	0	0
KRT40	8	0	283	0	1	49	1	3
KRT25	0	0	0	0	0	0	1	0
MZT1	797	1098	807	1897	745	764	578	2259
SPINK9	2	1	5	6	1	5	48	5
LRRC3C	3	0	1	0	0	2	0	0
PRR20B	0	0	0	0	0	0	0	0
PRR20A	0	0	0	0	0	0	0	0
ZNF155	114	16	267	160	79	107	190	330
UQCC3	672	390	837	1006	477	480	58	2351
FBXO48	186	115	187	268	62	212	190	398
GRXCR2	0	0	0	0	0	0	0	0
FAM221B	23	2	11	4	11	1	27	25
CD177	174	391	27	94	22	67	10	142
PSG5	0	0	1	0	0	0	3	0
ZNF783	615	421	696	649	481	499	372	2249
ZNF425	138	68	54	118	70	125	43	683
LRRC10B	154	40	23	44	105	35	7	60
FBXO47	3	0	1	6	1	1	0	0
C12orf73	160	122	137	361	74	165	289	683
PCDHGA1	6	91	40	103	60	61	23	16
BLACE	0	1	0	0	0	0	0	0
PCDHA9	2	3	11	16	8	1	59	27
PCDHA8	2	6	2	4	8	3	8	22
PCDHA7	6	27	15	25	53	9	3	28
PCDHA5	5	68	19	12	12	9	18	29
PCDHA4	25	10	31	36	11	54	89	61
PCDHA2	5	4	18	12	15	6	5	13
PCDHA1	7	7	60	65	10	7	1	32
TRIM13	1357	659	712	2671	991	1070	3624	2368
ERICH4	0	1	2	2	0	1	10	4
MS4A13	0	0	0	0	0	0	2	5
PRSS1	0	2	1088	7	482	1	601	4420
SPIRE2	343	294	334	3012	875	147	541	1390
AARD	112	12	16	107	9	20	69	13
PABPN1L	0	0	0	0	1	0	0	1
OR5D16	0	0	0	0	0	0	3	0
OR5L2	0	0	0	0	0	0	0	0
PKHD1L1	100	32	29	72	3	62	217	153
SLFN12L	123	21	207	217	22	123	284	289
CLLU1OS	0	1	4	7	0	1	0	9
SLC35B4	688	954	621	920	574	1167	1660	3138
LGALS7	19	0	0	0	4	0	0	2
SYCE1L	30	40	100	46	32	13	4	283
TMEM231	523	584	110	337	336	236	121	1457
FAM71F2	28	19	105	33	44	17	115	156
C2orf91	11	4	29	14	3	8	11	9
CCNI2	49	14	77	148	101	40	31	74
TMEM240	20	32	18	29	14	32	1	145
FRG2	0	0	0	0	0	1	0	0
FAM205A	0	0	1	1	1	1	19	0
CDKL4	1	0	6	5	2	3	32	8
TMEM88B	3	1	2	0	0	7	0	23
ACCSL	0	0	0	0	0	1	3	1
C4orf47	65	42	59	50	41	58	17	98
TRIQK	1382	1354	1415	4481	1333	1498	2721	5230
SDHAF1	525	160	1063	751	267	233	87	1316
ARID3C	4	1	0	2	0	10	0	7
PSENEN	1662	856	3263	3730	1682	1117	75	6819
C11orf91	3	4	6	4	28	0	7	9
FABP9	0	1	0	0	0	0	1	0
ZBTB10	761	896	1076	2727	477	3071	2462	3937
C4orf46	369	224	518	546	140	294	227	2023
SCGB2B2	85	11	66	49	5	5	89	47
CCDC144NL	1	0	1	0	0	12	8	5
LGR4	1996	1350	1074	8164	2590	2104	10436	2271
PSMB10	1865	876	1537	1618	1403	1296	51	3725
VIT	23	3	3	4	3	2	21	23
SPDYE2	1	2	4	23	9	9	22	16
RPSAP58	225	37	208	147	563	704	170	1118
E2F4	3180	2431	1875	2580	1792	2050	650	10510
PDE7A	1541	564	1327	2351	452	1066	1648	1894
TMEM170B	328	182	310	584	52	779	694	755
MUC12	36	25	25	14	21	19	95	44
CTXN3	0	0	5	0	0	0	0	0
MGAT4D	0	1	0	0	0	0	1	1
SNX2	2490	2008	2694	4996	1283	5290	960	8162
SAP25	19	1	9	3	3	2	0	27
NT5M	71	116	60	149	14	105	8	84
SARNP	78	69	66	110	29	45	346	238
OR6C68	0	0	0	0	0	0	0	0
OR6C65	0	0	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0	1	0
OR6C1	0	0	0	0	0	0	1	0
GPR56	4550	3795	6311	7583	4694	1249	2844	23046
IPO7	5022	5473	5223	20298	5163	9840	6402	19636
PRR13	2263	2628	2271	4143	2292	3102	1577	7337
TECPR1	1557	1185	1558	2259	1573	1544	394	6377
MT1H	44	13	34	8	0	11	3	128
SLCO6A1	0	0	0	0	0	1	2	0
MT1A	65	33	20	68	0	73	10	74
C15orf59	79	29	41	66	16	163	14	81
MT1M	145	55	46	216	6	48	29	245
CFI	2310	3469	3134	8407	744	3540	910	8519
OR52E6	0	0	0	0	0	0	0	16
SAMD9	1211	2535	1404	1456	1622	1849	6516	3426
KRT6A	241	14644	402	2780	582	252	21	559
CNEP1R1	608	444	494	738	278	622	663	1713
KRT81	721	25993	23	9619	3	17	2	27
EXOC3L4	192	66	61	65	131	17	39	135
KRTAP12-3	0	0	0	0	0	0	0	0
IZUMO3	0	0	0	0	0	0	0	0
KRTAP10-2	2	0	0	0	0	2	1	0
TP53TG3D	2	0	0	0	0	0	1	4
TP53TG3C	0	0	0	0	0	0	0	0
ATP6AP1L	54	116	161	117	85	193	87	430
CCDC85C	788	874	314	1614	757	632	644	653
OR52J3	0	0	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0	0	0
C2CD4B	79	61	296	108	145	64	43	163
RGL3	804	337	358	786	808	341	253	3262
NAP1L4	4403	2859	3929	7050	3909	2707	2076	14519
TMSB4X	98633	29024	76208	58634	34136	86569	19514	250108
TMEM256	685	534	426	1270	341	539	52	1342
C9orf92	0	0	1	0	0	0	3	0
CPT1B	129	29	117	37	41	17	44	237
SMN2	89	52	35	44	58	0	104	213
SERF1B	18	8	8	46	5	9	1	73
HMGN1	5863	4726	8182	8434	3283	3555	4064	14067
DENND6B	750	388	468	503	493	528	95	1903
EIF3CL	6	4	9	17	7	10	1	20
LCMT1	938	856	856	2116	658	1035	278	3154
MFSD2B	23	21	16	50	75	8	10	41
VCX3B	1	0	1	0	0	0	0	2
CDPF1	325	122	250	377	237	218	41	635
HTN3	0	0	0	0	0	0	0	0
LIN52	561	418	392	1068	267	388	234	749
ARSH	15	3	135	20	6	9	7	73
ACOT6	0	1	2	1	0	0	7	1
TECRL	0	0	0	0	0	0	2	0
DPF3	61	32	38	66	19	30	26	74
MANSC4	17	1	13	1	0	6	15	4
LYRM5	759	358	315	1048	391	500	654	841
C17orf107	217	115	102	416	46	433	40	316
MBD3L4	1	0	0	0	0	0	0	0
ITSN1	999	1086	1047	2761	1103	1977	2065	2618
ITPRIPL2	1647	3528	2220	4793	2439	4794	5599	6472
DENND1C	1449	717	1156	3378	1132	1213	180	3742
SLCO1B7	2	1	0	1	1	2	2	2
CRYZL1	617	482	386	938	472	757	789	1513
C5orf51	1357	1485	1576	6225	1092	3816	2532	3500
GAGE1	0	0	0	0	0	0	2	0
ARRDC5	30	5	30	24	11	9	24	75
CYS1	83	58	125	104	36	219	40	408
PPAPDC2	296	214	683	1129	523	317	712	4366
KLRC2	10	45	6	13	2	1	13	12
KLRC3	5	2	2	1	1	2	2	3
C16orf96	27	3	10	8	1	15	2	9
GMNC	1	1	0	1	2	0	5	1
TTC23L	39	24	8	26	9	7	31	16
CLEC6A	13	14	35	34	3	35	3	99
RFPL3S	9	2	8	8	5	0	13	9
C22orf42	1	0	0	0	0	0	0	0
NANOGNB	0	0	0	0	0	0	0	0
LRRC72	0	0	0	0	0	0	1	0
C1QTNF9B	12	0	2	1	0	0	4	11
KRTAP5-6	0	0	1	0	0	0	0	0
KRTAP5-2	1	0	3	0	0	0	0	4
KRTAP5-1	9	2	11	29	23	2	9	59
DEFB134	0	0	0	0	0	0	2	0
